Klíč_adresy,Adresa_GPS,Poslední_kontrola,Příští_kontrola,Dní_do_kontroly,Stav_kontroly,Barva_bodu,Všechny_termíny,GPS_lat,GPS_lon,GPS_poznámka,Zdrojový_soubor,Zdrojový_řádek,Rok výroby,Serviska,Hlídáme sami termín,Hlavní kontakt,Kraj,Jaký zdroj,Umístění,DŮLEŽITÁ POZNÁMKA,Měsíc_1,Měsíc_2,Měsíc_3,Měsíc_4,Měsíc_5,Měsíc_6,Měsíc_7,Měsíc_8,Měsíc_9,Měsíc_10,Měsíc_11,Měsíc_12,Sloupec_21,Poznámky,Cena FZ,Faktura na,Protokol s fakturou na,Smlouva ano/ne,Sloupec_27,Sloupec_28,Sloupec_29,Sloupec_30,Sloupec_31,Sloupec_32,Sloupec_33,Sloupec_34,Sloupec_35,Sloupec_36,Sloupec_37,Sloupec_38,Sloupec_39,Sloupec_40,Sloupec_41,Sloupec_42,Sloupec_43,Sloupec_44,Sloupec_45,Sloupec_46,Sloupec_47,Sloupec_48,Sloupec_49,Sloupec_50,Sloupec_51,Sloupec_52,Sloupec_53,Sloupec_54,Sloupec_55,Sloupec_56,Sloupec_57,Sloupec_58,Sloupec_59,Sloupec_60,Sloupec_61,Sloupec_62,Sloupec_63,Sloupec_64,Sloupec_65,Sloupec_66,Sloupec_67,Sloupec_68,Sloupec_69,Sloupec_70,Sloupec_71,Sloupec_72,Sloupec_73,Sloupec_74,Sloupec_75,Sloupec_76,Sloupec_77,Sloupec_78,Sloupec_79,Sloupec_80,Sloupec_81,Sloupec_82,Sloupec_83,Sloupec_84,Sloupec_85,Sloupec_86,Sloupec_87,Sloupec_88,Sloupec_89,Sloupec_90,Sloupec_91,Sloupec_92,Sloupec_93,Sloupec_94,Počet_termínů,Kontakt,Umístění zdroje,Sloupec_8,Cena FZ v Kč,Protokol na,GPS_status,Adresa_GPS_původní
"pardubice, u sportovní školy 369, bd, česká republika","BD, U sportovní školy 369, Pardubice, Česká republika",2025-10-31,2025-10-31,-185.0,Po termínu,červená,2025-10-31 (plánovaná),50.0606,15.76091,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",284,2021,,,,Pardubický,ASTIP STRONG 2000VA/3F -45 minut,,,,,,,,,,,,31/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Jaroslav Úlehla  775 674 057,"Pardubice, U sportovní školy 369, BD",,,,upraveno - znovu geokódovat,"Pardubice, U sportovní školy 369, BD, Česká republika"
"partizánske, nitrianska 503/60, novesta, sk, slovensko","Novesta, SK, Nitrianska 503/60, Partizánske, Slovensko",2025-12-12,2025-12-12,-143.0,Po termínu,červená,2025-12-12 (plánovaná),48.62736,18.39487,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",286,2019,,,,Slovensko,ASTIP PS 20 kVA/3F -90 minut,,,,,,,,,,,,,,12/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mráz 0903 241 924, Sága 0903 510 709","Partizánske, Nitrianska 503/60, Novesta, SK",,,,upraveno - znovu geokódovat,"Partizánske, Nitrianska 503/60, Novesta, SK, Slovensko"
"pec pod sněžkou . 217, lidická bouda, česká republika","Pec pod Sněžkou . 217, Lidická bouda, Česká republika",,2026-07-08,65.0,Více než 60 dnů,zelená,2026-07-08 (plánovaná),50.67099,15.72685,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",287,2024,ano,,,Královehradecký,ASTIP STRONG 13kVA/3kVA/1F-15 minut,,,,,,,,,8/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Stonišová 605 468 726,"Pec pod Sněžkou č.p. 217, Lidická bouda",,,,OK Mapy.com,"Pec pod Sněžkou . 217, Lidická bouda, Česká republika"
"pec pod sněžkou, pec pod sněžkou 354, česká republika","Pec pod Sněžkou, Pec pod Sněžkou 354, Česká republika",2026-02-12,2026-08-12,100.0,Více než 60 dnů,zelená,2026-02-12 (proběhlá); 2026-08-12 (plánovaná),50.69506,15.73556,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,221,2018,,,Keslerová 777 949 263,Královehradecký,ASTIP STRONG 5kVA/1f-10 minut,"Pec pod Sněžkou, Pec pod Sněžkou 354",,,12/26,,,,,,12/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Pec pod Sněžkou, Pec pod Sněžkou 354, Česká republika"
"pec pod sněžkou, pod sněžkou 349, hotel zelený potok, česká republika","Pec pod Sněžkou, Pod Sněžkou 349, hotel Zelený potok, Česká republika",2025-05-29,2025-11-29,-156.0,Po termínu,červená,2025-05-29 (proběhlá); 2025-11-29 (plánovaná),50.69095,15.729,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,220,2020,,,Benák 778 006 010,Královehradecký,ASTIP STRONG 20kVA/3f-45 minut,"Pec pod Sněžkou, Pod Sněžkou 349, hotel Zelený potok",,,,,,29/25,,,,,,29/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Pec pod Sněžkou, Pod Sněžkou 349, hotel Zelený potok, Česká republika"
"pec pod sněžkou, velká úpa 360, bd, česká republika","BD, Velká Úpa 360, Pec pod Sněžkou, Česká republika",2026-02-12,2026-02-12,-81.0,Po termínu,červená,2026-02-12 (plánovaná),50.69427,15.74401,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",288,2022,ano,ano,,Královehradecký,"ASTIP STRONG 6,7kVA/1,5kVA/1F-15 minut ",,,,12/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Kateřina de Rijke 603 909 985,"Pec pod Sněžkou, Velká Úpa 360, BD",,,,upraveno - znovu geokódovat,"Pec pod Sněžkou, Velká Úpa 360, BD, Česká republika"
"pelhřimov, habrová 2523 + 2524, bd, česká republika","BD, Habrová 2523 + 2524, Pelhřimov, Česká republika",2026-03-20,2026-09-24,143.0,Více než 60 dnů,zelená,2026-03-20 (plánovaná); 2026-09-24 (plánovaná); 2027-04-01 (plánovaná),49.42526,15.23125,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",289,2020,,ano,,Vysočina,2 x STRONG 1 000/1F -30 minut,,,,,20/26-1 x stop stav 2025,1/27-2523,,,,,24/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Vacek 777 568 074,"Pelhřimov, Habrová 2523 + 2524, BD",,,,upraveno - znovu geokódovat,"Pelhřimov, Habrová 2523 + 2524, BD, Česká republika"
"pelhřimov, habrová 2525, 2526, bd, česká republika","BD, Habrová 2525, Pelhřimov, Česká republika",,2026-12-09,219.0,Více než 60 dnů,zelená,2026-12-09 (plánovaná),49.42462,15.23173,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",290,2021,,ano,,Vysočina,2 x STRONG 1 000/1F -30 minut,,,,,,,,,,,,,,9/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Vacek 777 568 074,"Pelhřimov, Habrová 2525, 2526, BD",,,,upraveno - znovu geokódovat,"Pelhřimov, Habrová 2525, 2526, BD, Česká republika"
"pelhřimov, matějkova, fia, česká republika","Pelhřimov, Matějkova, FIA, Česká republika",2026-04-01,2026-04-01,-33.0,Po termínu,červená,2026-04-01 (plánovaná),49.40573,15.21978,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",291,2017,,,,Vysočina,  PS 4000/3f-30 minut,,,,,,1/26,,,,,,,,,,V roce 16 objednali nový zdroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Poduška - 725 404 167,"Pelhřimov, Matějkova, FIA ",,,,OK Mapy.com,"Pelhřimov, Matějkova, FIA, Česká republika"
"pelhřimov, u rendlíku 1902, dolnokubínská 1931, česká republika","Pelhřimov, U Rendlíku 1902, Dolnokubínská 1931, Česká republika",2025-12-09,2026-06-09,36.0,30–60 dnů,žlutá,2025-12-09 (proběhlá); 2026-06-09 (plánovaná),49.43365,15.21135,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,223,2018,,,Kasalý Jiří - 777 162 957,Vysočina,3x Astip PS 20 000/15 000/7500,"Pelhřimov, U Rendlíku 1902, Dolnokubínská 1931",,,,,,,9/26,,,,,,9/25-1x stop stav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Pelhřimov, U Rendlíku 1902, Dolnokubínská 1931, Česká republika"
"petrov na desnou 203, diakonie sobotín, česká republika","diakonie Sobotín, Petrov na Desnou 203, Česká republika",2025-12-09,2025-12-09,-146.0,Po termínu,červená,2025-12-09 (plánovaná),50.01893,17.07291,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,224,2021,,,Vlček 736 114 893,Olomoucký,Astip PS 20kVA/3f-45 minut,"Petrov na Desnou 203, diakonie Sobotín",,,,,,,,,,,,,9/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,upraveno - znovu geokódovat,"Petrov na Desnou 203, diakonie Sobotín, Česká republika"
"petřvald, modrá, benjamin, česká republika","Petřvald, Modrá, Benjamin, Česká republika",2025-11-04,2026-05-04,0.0,Méně než 7 dnů,červená,2025-11-04 (proběhlá); 2026-05-04 (plánovaná),49.82013,18.36793,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,225,"2014- OUT, 2022",ano,,"731644590, Richard Gulec",Moravskoslezský,"  PS 3000/3f-20 minut-out, nově 4000va/3F-20 minut","Petřvald, Modrá, Benjamin",,,,,,4/26,,,,,,4/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Petřvald, Modrá, Benjamin, Česká republika"
"pečky, senior resort, ul. chvalovická 32, česká republika","Pečky, Senior Resort, ul. Chvalovická 32, Česká republika",2025-08-04,2025-08-04,-273.0,Po termínu,červená,2024-05-30 (plánovaná); 2025-08-04 (plánovaná),50.09127,15.02969,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,222,2018,ano,,Šimáček - 602 431 063,Středočeský,PS 10 000/3f - 45 min.,"Pečky, Senior Resort ,ul. Chvalovická 32",,,,,,30/24,,,4/25,,,,,,12.3.2025 -šel mail na šimáčka,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Pečky, Senior Resort, ul. Chvalovická 32, Česká republika"
"planá nad lužnicí, česká republika","Planá nad Lužnicí, Česká republika",2020-06-25,2020-06-25,-2139.0,Po termínu,červená,2020-06-25 (plánovaná),49.35444,14.70147,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",293,2012,,,,Jihočeský,"  PS 900/3f,240/1f-15 minut",,,,,,,,25/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pekárek - 731 677 201,Planá nad Lužnicí,,,,OK Mapy.com,"Planá nad Lužnicí, Česká republika"
"plesná, spojovací 80, kodus, okres cheb, česká republika","Plesná, Spojovací 80, KODUS, okres Cheb, Česká republika",2024-11-01,2024-11-01,-549.0,Po termínu,červená,2024-11-01 (plánovaná),50.21147,12.34834,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",294,2022,ano,ano,,Karlovarský,ASTIP STRONG Liftback 46kVA/15kVA/3F -45 minut,,,,,,,,,,,,,1/24,,,chtějí roční revize….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Zdeněk Francůz – vedoucí technických služeb, tel. 724 196 146","Plesná, Spojovací 80, KODUS, okres Cheb",,,,OK Mapy.com,"Plesná, Spojovací 80, KODUS, okres Cheb, Česká republika"
"plzeň, americká, čsob, česká republika","Plzeň, Americká, ČSOB, Česká republika",,2026-12-11,221.0,Více než 60 dnů,zelená,2026-12-11 (plánovaná),49.74319,13.38227,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",295,2017,,,,Plzeňský,PS 10 000/3f-60 min,,,,,,,,,,,,,,11/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Petr Tlstý - 606 708 856,"Plzeň, Americká, ČSOB",,,,OK Mapy.com,"Plzeň, Americká, ČSOB, Česká republika"
"plzeň, blatenská, mš, zš, česká republika","Blatenská, MŠ, Plzeň, Česká republika",,,,Bez termínu,šedá,,49.76096,15.91046,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",296,2015,,,,Plzeňský,  PS 2000/3f-10 minut,,,,Stop stav od 2017,20,,,,,,,,,,,2024 - toto asi nechávám...V roce 16 oprava systému,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"2018 malem zabil elektrikare, hrabal do toho","Plzeň, Blatenská, MŠ, ZŠ",,,,upraveno - znovu geokódovat,"Plzeň, Blatenská, MŠ, ZŠ, Česká republika"
"plzeň, borská 2694, škoda plzeň, bammer, česká republika","Škoda Plzeň, Bammer, Borská 2694, Plzeň, Česká republika",,2026-05-27,23.0,7–30 dnů,oranžová,2026-05-27 (plánovaná); 2026-09-24 (plánovaná),49.73577,13.35315,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",316,,,,,Plzeňský,21 zdrojů = Moc chození,,,,,,,27/26-3xstop stav 2025,,,,24/26,,,,,Borská 2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,p. Piontek - 731 128 249,"Plzeň, Borská 2694, Škoda Plzeň, Bammer",,,,upraveno - znovu geokódovat,"Plzeň, Borská 2694, Škoda Plzeň, Bammer, Česká republika"
"plzeň, hotel avenue pallova 28 -mlýnská strouha, česká republika","Plzeň, Hotel Avenue Pallova 28 -Mlýnská strouha, Česká republika",2026-03-19,2026-09-19,138.0,Více než 60 dnů,zelená,2026-03-19 (proběhlá); 2026-09-19 (plánovaná),49.74813,13.38341,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,226,2019,,,Denisa Kramlová 727 901 661,Plzeňský,ASTIP STRONG 15kVA/3F -45 minut,"Plzeň, Hotel Avenue Pallova 28 -Mlýnská strouha",,,,19/26,,,,,,19/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Plzeň, Hotel Avenue Pallova 28 -Mlýnská strouha, Česká republika"
"plzeň, hrachová 942/4 objekt f, česká republika","Plzeň, Hrachová 942/4 objekt F, Česká republika",,2026-12-16,226.0,Více než 60 dnů,zelená,2026-12-16 (plánovaná),49.70158,13.35718,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",299,2024,,,,Plzeňský,ASTIP STRONG 17/2kVA/3F-10 minut,,,,,,,,,,,,,,16/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Rojíková 778 419 504,"Plzeň, Hrachová 942/4 objekt F",,,,OK Mapy.com,"Plzeň, Hrachová 942/4 objekt F, Česká republika"
"plzeň, hrachová 943/6 -objekt e, česká republika","Plzeň, Hrachová 943/6 -objekt E, Česká republika",,2026-12-16,226.0,Více než 60 dnů,zelená,2026-12-16 (plánovaná),49.70159,13.35781,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",298,2024,,,,Plzeňský,ASTIP STRONG 17/2kVA/3F-10 minut,,,,,,,,,,,,,,16/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Rojíková 778 419 504,"Plzeň, Hrachová 943/6 -objekt E",,,,OK Mapy.com,"Plzeň, Hrachová 943/6 -objekt E, Česká republika"
"plzeň, hradišťská 2a, bd, česká republika","BD, Hradišťská 2a, Plzeň, Česká republika",,2026-10-07,156.0,Více než 60 dnů,zelená,2026-10-07 (plánovaná),49.73425,13.39037,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",297,2022,,,,Plzeňský,"STRONG 6,6kVA/1kVA/1F -45 minut",,,,,,,,,,,,7/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Popelka 725 847 000,"Plzeň, Hradišťská 2a, BD",,,,upraveno - znovu geokódovat,"Plzeň, Hradišťská 2a, BD, Česká republika"
"plzeň, inženýrská 2, 4, 6 -bd zelený trojůhelník, česká republika","Inženýrská 2, Plzeň, Česká republika",,2027-01-08,249.0,Více než 60 dnů,zelená,2027-01-08 (plánovaná),49.72871,13.35373,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",300,2020,,,,Plzeňský,"2 x STRONG 5kVA + 1 x 7,5kVA",,,8/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Tišer 602 365 981, SVJ Šamánek svjinzenyrska@gmail.com","Plzeň, Inženýrská 2,4,6 -BD Zelený trojůhelník",,,,upraveno - znovu geokódovat,"Plzeň, Inženýrská 2, 4, 6 -BD Zelený trojůhelník, Česká republika"
"plzeň, jablonského 22, česká republika","Plzeň, Jablonského 22, Česká republika",2024-09-22,2024-09-22,-589.0,Po termínu,červená,2024-09-22 (plánovaná),49.7385,13.39124,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",301,2017,,,,Plzeňský,ASTIP PS 5 000/3F -30 minut,,,,,,,,,,,22/24,,,,,"8.4.2021 -stop stav, nikdy jsme nebyli, první revize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"SEL, Křivanec 732 538 672","Plzeň, Jablonského 22",,,,OK Mapy.com,"Plzeň, Jablonského 22, Česká republika"
"plzeň, jablonského 37, česká republika","Plzeň, Jablonského 37, Česká republika",2025-01-23,2025-01-23,-466.0,Po termínu,červená,2025-01-23 (plánovaná),49.7377,13.39288,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",302,2016,,,,Plzeňský,PS 15kVA/3f-30 min,,,23/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Matějka - 728 352 137,"Plzeň, Jablonského 37",,,,OK Mapy.com,"Plzeň, Jablonského 37, Česká republika"
"plzeň, koterovská 85 a, b, c, česká republika","Plzeň, Koterovská 85 A, B, C, Česká republika",2025-03-06,2025-03-06,-424.0,Po termínu,červená,2025-03-06 (plánovaná),49.73299,13.4036,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",303,2018,,,,Plzeňský,STRONG 4000/3f ,,,,,6/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Plzeň, Koterovská 85 A,B,C",,,,OK Mapy.com,"Plzeň, Koterovská 85 A, B, C, Česká republika"
"plzeň, magisterská 2, 8, 10, česká republika","Plzeň, Magisterská 2, 8, 10, Česká republika",,2026-12-02,212.0,Více než 60 dnů,zelená,2026-12-02 (plánovaná),49.72849,13.35516,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",305,2019,,,,Plzeňský,"2 x 40kVA/3F-60minut, 1 x 4kVA",,,,,,,,,,,,,,"2/26-2,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"pan Brindza, DARAMIS, 777 746 460","Plzeň, Magisterská 2, 8, 10",,,,OK Mapy.com,"Plzeň, Magisterská 2, 8, 10, Česká republika"
"plzeň, magisterská 4, 6, česká republika","Plzeň, Magisterská 4, 6, Česká republika",,2027-01-08,249.0,Více než 60 dnů,zelená,2027-01-08 (plánovaná),49.7282,13.35475,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",304,2019,,,,Plzeňský,2 x 40kVA/3F-60minut,,,8/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Tišer 602 365 981,"Plzeň, Magisterská  4, 6",,,,OK Mapy.com,"Plzeň, Magisterská 4, 6, Česká republika"
"plzeň, nemocniční 6 a stehlíkova 5, 7, 9, česká republika","Nemocniční 6 a Stehlíkova 5, Plzeň, Česká republika",2024-08-06,2024-08-06,-636.0,Po termínu,červená,2024-08-06 (plánovaná),49.73726,13.37331,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",306,2019,ano,ano,,Plzeňský,200 kVA/3f - 60min,,,,,,,,,,6/24,,,,,,"27.2.2025 - posílám dotaz na triumfa - košutka, bude kontaktovat předsedu, tak uvidíme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Kozel, předseda SVJ 603 214 259","Plzeň, Nemocniční 6 a Stehlíkova 5,7,9",,,,upraveno - znovu geokódovat,"Plzeň, Nemocniční 6 a Stehlíkova 5, 7, 9, Česká republika"
"plzeň, otýlie beníškové 16, 18, česká republika","Plzeň, Otýlie Beníškové 16, 18, Česká republika",,2027-01-21,262.0,Více než 60 dnů,zelená,2027-01-21 (plánovaná),49.75328,13.37818,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",307,2020,,,,Plzeňský,ASTIP STRONG 10kVA/3F -45 minut,,,21/27,,,,,,,,,,,,,"06/2022 -proběhlo zaškolení, bude provádět revize sám",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"námi zaškolený pan Ing. Roman Jeníček
mobil 602145580","Plzeň, Otýlie Beníškové 16,18",,,,OK Mapy.com,"Plzeň, Otýlie Beníškové 16, 18, Česká republika"
"plzeň, palackého nám, sylván, parkovací dům, sady pětatřicáníků, česká republika","Palackého nám, Sylván, Plzeň, Česká republika",2026-04-21,2026-08-17,105.0,Více než 60 dnů,zelená,2026-02-17 (proběhlá); 2026-04-21 (proběhlá); 2026-08-17 (plánovaná); 2026-10-21 (plánovaná),50.07326,14.41492,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,227,2014,,," p. Schneberger
tel.+420 727 871 445",Plzeňský,"PS 4000/3f, PS 2000/3f-45 minut","Plzeň, Palackého nám, Sylván, parkovací dům - sady pětatřicáníků",,,17/26-2kVA,,21/26-4kva,,,,17/26-2kVA,,21/26-4kva,,,,"2023 -důležité info, svolat hromadnou zkoušku …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,upraveno - znovu geokódovat,"Plzeň, Palackého nám, Sylván, parkovací dům, sady pětatřicáníků, Česká republika"
"plzeň, pallova 18, 20, 22, 24, česká republika","Plzeň, Pallova 18, 20, 22, 24, Česká republika",2025-02-02,2025-02-02,-456.0,Po termínu,červená,2025-02-02 (plánovaná),49.74795,13.38295,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",308,2019,,,,Plzeňský,"STRONG 2,4, a 2x 5kVA",,,,2/25-2xstop stav 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ing. Tichý 739 064 056,"Plzeň, Pallova 18, 20, 22, 24",,,,OK Mapy.com,"Plzeň, Pallova 18, 20, 22, 24, Česká republika"
"plzeň, pallova 26, mlýnská strouha, vedle hotelu avenue, česká republika","Mlýnská strouha, vedle hotelu Avenue, Pallova 26, Plzeň, Česká republika",2025-09-05,2025-09-05,-241.0,Po termínu,červená,2025-09-05 (plánovaná),49.74781,13.38371,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",309,2019,,,,Plzeňský,ASTIP STRONG 5000/3F -10 minut,,,,,,,,,,,5/25,,,,,"Vedle hotelu Avenue, který také revidujeme ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Denisa Kramlová 727 901 661,"Plzeň, Pallova 26, Mlýnská strouha - vedle hotelu Avenue",,,,upraveno - znovu geokódovat,"Plzeň, Pallova 26, Mlýnská strouha, vedle hotelu Avenue, Česká republika"
"plzeň, papírnická 11, senecura seniorcentrum motp a.s., česká republika","SeneCura SeniorCentrum MOTP a.s., Papírnická 11, Plzeň, Česká republika",2025-12-11,2026-06-11,38.0,30–60 dnů,žlutá,2025-12-11 (proběhlá); 2026-06-11 (plánovaná),49.73634,13.38467,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,229,2015,,,Bělohlavý 727 844 338,Plzeňský,3xUPS,"Plzeň, Papírnická 11, SeneCura SeniorCentrum MOTP a.s.",,,,,,,11/26,,,,,,11/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Plzeň, Papírnická 11, SeneCura SeniorCentrum MOTP a.s., Česká republika"
